acronym_,expansion,id,text
MACS,mean average conceptual similarity,TS-169,The out - of - context term will increase the average conceptual similarity and hence the MACS score .
ML,model logic,TS-170,"ML models are usually much more complex , see e.g. Figure ."
MET,multi - edge type,TS-171,All these codes have 1024 information bitsexcept that the MET LDPC code of rate 1/2 has 1280 information bits .
UAS,unmanned aircraft systems,TS-172,Table X describes the rules for operating UAS in the US .
MRE,mean relative error,TS-173,"Hence , we concluded that the LSTM algorithm with the lowest MRE achieves the highest prediction rate , which needs less training time to obtain an optimum solution ."
PPMI,positive pointwise mutual information,TS-174,"First , we count the occurrence of the words included only in the baseline or PPMI in the training corpus ."
RF,register file,TS-175,It is possible to bypass accesses to RF by feeding results from oneFU directly to the input of another .
NUC,normalized uniformity coefficient,TS-176,"As for MLS , it performs well in Deviation but has the lowest NUC scores ."
ICC,intraclass correlation coefficient,TS-177,The test - retest ICC was calculated directly between the same features in both images .
MAC,medium access control,TS-178,Related WorkMost previous work has put efforts on adjusting MAC parameters or extending MAC functions to improve the performance of WLANs .
AP,average precision,TS-179,Figure shows AP gap for all 30 attributes .
BS,base station,TS-180,"Third , the wireless link quality of data transmission between each node and the BS may vary with time ."
DSP,discrete sequence production,TS-181,We can compare our findings with the general DPM observations from the DSP task .
PMF,probabilistic matrix factorization,TS-182,"PMF , BPMF , and NCF : as introduced above ."
OT,optimal transport,TS-183,explored prior knowledge in the cost matrix and applied OT loss as a soft penalty for bridging the gap between target and source predictions .
RDF,random decision forests,TS-184,Schematic layout of our proposed segmentation system incorporating : scene modeling using density function in a virtual environment for synthetic data generation ; define feature space and correspondingly feature selection and extraction for RDF classifier training ; finally CRF modeling .
DCM,discrete choice models,TS-185,"To apply Carathéodory ""s"" theorem to DCM , notice that since the choice probabilities sum to 1 , each assortment with cardinality has dimension of ."
SBS,swedish blog sentences,TS-186,"Language model training dataWe train the language models on three data sets : Half of a subset of Spontal ( the other subset we test on ) , a subset of material similar to the MINGLE - corpus , and the first 1,400,000 lines of SBS ( see Table ) ."
SVD,singing voice detection,TS-187,"To improve the SVD , in Section we propose to use a teacher - student paradigm ."
CWT,complex wavelet transform,TS-188,"Since DT - CWT produces output images with different sizes at each tree level due to decimation , and these sizes depend on the input image size , it is not feasible to use output images of DT - CWT directly ."
CNN,convolutional neural network,TS-189,CNN = Convolutional Neural Network ; HMM = Hidden Markov Model ; NSR = Normal Sinus Rhythm ; HCM = Hypertrophic cardiomyopathy ; PAH = Pulmonary arterial hypertension ; MVP = Mitral valve prolapse ; LV = left ventricle ; LA = left atrium .
NE,nash equilibrium,TS-190,"For one subset of the parameters set , the social - learning algorithms managed to reach the NE state and in a significant subset of the games played , all players used the NE strategy ( these subsets are shown on table ) ."
RTF,real time factor,TS-191,This reduces the RTF significantly .
ACC,anomaly correlation coefficient,TS-192,"The improvement seems to be quite modest , however , raising the ACC from about 0.46 to 0.49 and decreasing the RMSE from 5.89 to 5.73 at best ."
SAD,spectral angle distance,TS-193,the SAD scores vary between and zero value means that two samples are identical .
GCN,graph convolution networks,TS-194,The best performance of GCN - based method achieves an AUC of .
NP,neural processes,TS-195,"While sMT - GPTR shows slightly better performance in detecting SCHZ patients , NP provides substantially higher accuracy for ADHD cases ."
SVD,singular value decomposition,TS-196,Future work will look into the relationship between the second - order sensitivity of SVD and SGNS and their high performances across tasks .
LOS,line of sight,TS-197,"Similarly , and , denote respectively , the set of the interferers from the road at in a LOS , and in NLOS ."
TDA,targeted degree - based attack,TS-198,"For TBA and TDA , when two or more nodes have the same maximum value of betweenness / degree , one node is randomly picked to remove ."
HR,high - resolution,TS-199,It can be hypothesized that possibly super - resolved images do not represent HR images using which or HR - LD are trained .
RNN,random neural networks,TS-200,"The RNN structure consists of three input nodes , seven hidden layer nodes and one output ."
BN,batch normalization,TS-201,"Each dense block in the upsampling path has a single convolutional block ( BN + ReLU + 11 conv + BN + ReLU + 33 conv ) with 16 , 24 , 12 , 6 and 6 growth rates respectively ."
ALS,alternating least squares,TS-202,"Nevertheless , weobservebenefit of pairwise perturbation on reaching convergence of ALS in terms of gradient norm ."
IB,information bottleneck,TS-203,"In a similar manner , one could obtain relationships between the Lagrange multipliers of the IB Lagrangian and the convex IB Lagrangian with these Lagrangian families ."
RE,relation extraction,TS-204,"In the clinical domain , NER and RE can aid in disease and treatment prediction , readmission prediction , de - identification , and patient cohort identification ."
LM,language model,TS-205,"Efficiency Comparison : SRU vs. LSTMIn order to assess the efficiency and the performance of SRUs when compared to the more commonly used LSTMs , both as language and multi - modal processors , we conduct an experiment in which we replaced the SRUs with LSTMs in our final system , both in the LM and the SM , we trained on the UNC dataset , and we measured performance on the testA split ."
BS,base station,TS-206,Suppose represents the uplink aggregate channel matrix between the users and the BS .
PAM,passive acoustic monitoring,TS-207,"General discussionOverall , in addition to this capacity of leveraging complex analytics , we believe that Hadoop and Spark should help to reshape the big data landscape in the field of PAM research for at least three other reasons ."
OP,old persian,TS-208,"MP gyan NP jan """" life , ""soulPIr"" * uiaka- OP * viyaka ( ? )"
RNN,recurrent neural network,TS-209,The type of layer used in an RNN takes input both from the features or observations at the current time point and also from the hidden layer of the previous time point .
RL,reinforcement learning,TS-210,"block =  rectangle , draw , text width=8em , text centered , rounded corners , minimum height=4em0.8emSchematic illustration of the reward modeling setup : a reward model is trained with user feedback ; this reward model provides rewards to an agent trained with RL by interacting with the environment ."
RF,random forest,TS-211,"If some anatomical landmarks , such as the bottom plane of liver , the center of kidneys , can be provided automatically , the anatomically normalized z - coordinate positions for superpixels can be computed and used as an additional spatial feature for RF classification . )"
LA,logical access,TS-212,The training and development subsets have similar spoofing algorithms / conditions in both the LA and PA datasets .
GCN,graph convolution networks,TS-213,"When paper information is used as input to a pre - trained GCN , the model returns the relational learning representation as the embedding vector ."
SBM,sequential monte carlo,TS-214,"Using the example of 2 layers , they assumed the adjacency matrix of layer is generated by a Bernoulli SBM according to block matrix independently , and then considered two versions of the model ."
AFC,atomic function computation,TS-215,"Consider a finite directed acyclic graph , consisting of AFC nodes belonging to set , a set of sources ( MTC devices ) , and a set of destinations , such that ."
GM,graph matching,TS-216,Similar trends of performances are observed for the considered GM algorithms across different levels of increasing deformation .
CNN,convolutional neural network,TS-217,"The middle plot was acquired from the shortest duration and the interferogram shows only one possible fringe , where the CNN models failed to detect this deformation , = 0.274 ."
CWT,complex wavelet transform,TS-218,The performance of Gabor filters is close to the CWT because both methods employ directional filters at various angles .
SDP,stable dependencies principle,TS-219,Thus one can write*By looking at the conditions of remark and remark it is clear that*The above proposition shows how modularity is compatible with the notion of SDP .
RF,random forest,TS-220,"In this paper , we evaluated five different learning models for measuring predictive performance – CNN , LSTM , RF , GBR , and LR - to predict the stream flow based on hydrological variables ."
CNN,convolutional neural network,TS-221,"As the commercial systems were not tuned specifically for our dataset / scenario , we also report in Table the results achieved by CNN - OCR when it was trained without using any images belonging to our scenario ."
NIC,neural image caption,TS-222,"CNet - NIC uses YOLO9000 , a state - of - the - art general - purpose real - time object recognition module that is trained to recognize 9000 object categories ."
